ID	TARGET	TEXT	STANCE	CLEAN_SENTENCES	SEGMENT_SENTENCES
1419	俄罗斯在叙利亚的反恐行动	沙特军费咋那么多呢	FAVOR	沙特军费咋那么多呢	沙特,军费,咋,那么,多,呢
1420	俄罗斯在叙利亚的反恐行动	噢，杀政府军的时候是反对派，杀平民的时候就是IS反正反政府武装一直演了场好戏，上次看到他们把女人困在天台上抵抗轰炸，就觉得反对派is都是一家的，灭绝人性的如此一致。	FAVOR	噢 杀政府军的时候是反对派 杀平民的时候就是 反正反政府武装一直演了场好戏 上次看到他们把女人困在天台上抵抗轰炸 就觉得反对派 都是一家的 灭绝人性的如此一致 	噢,杀,政府,政府军,的,时候,是,反对,反对派,杀,平民,的,时候,就是,反正,正反,政府,武装,一直,演,了,场,好戏,上次,看到,他们,把,女人,困,在,天台,台上,抵抗,轰炸,就,觉得,反对,反对派,都,是,一家,的,灭绝,灭绝人性,绝人,人性,的,如此,一致
1421	俄罗斯在叙利亚的反恐行动	俄罗斯从古到今从来没有反恐怖，相反总是制造恐怖。斯大林在远东屠杀三十万华人，在东北强奸三十万中国妇女，乘火打劫侵占中国五百万平方公里领土，二战时与德日法西斯结盟，承认伪满州国，扶持傀儡政权伪中华苏维埃共和国，与世界主流民意唱反调，多次在联合国安理会否决正义决议，俄是全世界的敌人。	AGAINST	俄罗斯从古到今从来没有反恐怖 相反总是制造恐怖 斯大林在远东屠杀三十万华人 在东北强奸三十万中国妇女 乘火打劫侵占中国五百万平方公里领土 二战时与德日法西斯结盟 承认伪满州国 扶持傀儡政权伪中华苏维埃共和国 与世界主流民意唱反调 多次在联合国安理会否决正义决议 俄是全世界的敌人 	俄罗斯,罗斯,从古到今,从来,从来没,没有,反恐,反恐怖,恐怖,相反,总是,制造,恐怖,斯大林,大林,在,远东,屠杀,三十,三十万,十万,万华,华人,在,东北,强奸,三十,三十万,十万,中国,妇女,乘火打劫,打劫,侵占,中国,五百,五百万,百万,万平方,万平方公里,平方,平方公里,方公里,公里,领土,二战,战时,与,德,日,法西,法西斯,西斯,结盟,承认,伪满,伪满州国,满州,满州国,扶持,傀儡,傀儡政权,政权,伪,中华,中华苏维埃共和国,苏维埃,苏维埃共和国,维埃,共和,共和国,与,世界,主流,流民,民意,唱反,唱反调,反调,多次,在,联合,联合国,联合国安理会,国安,安理会,理会,否决,正义,义决,决议,俄,是,全世界,世界,的,敌人
1422	俄罗斯在叙利亚的反恐行动	应该如此，要中俄美和世界的所有人民联合起来	FAVOR	应该如此 要中俄美和世界的所有人民联合起来	应该,如此,要,中俄,美,和,世界,的,所有,所有人,有人,人民,联合,合起,起来
1423	俄罗斯在叙利亚的反恐行动	除了石油 另一大宗出口为伊斯兰恐怖主义	FAVOR	除了石油 另一大宗出口为伊斯兰恐怖主义	除了,石油,另,一大,大宗,出口,为,伊斯,伊斯兰,恐怖,恐怖主义,主义
1424	俄罗斯在叙利亚的反恐行动	苦难的人民有吃的了，也有医药了[泪流满面][泪流满面]	NONE	苦难的人民有吃的了 也有医药了 泪流满面 泪流满面 	苦难,的,人民,民有,吃,的,了,也,有,医药,了,泪流,泪流满面,流满,满面,泪流,泪流满面,流满,满面
1425	俄罗斯在叙利亚的反恐行动	期待毛子全家炸锅放鞭炮庆祝	AGAINST	期待毛子全家炸锅放鞭炮庆祝	期待,毛子,全家,炸锅,放鞭,放鞭炮,鞭炮,庆祝
1426	俄罗斯在叙利亚的反恐行动	美国人要开始折腾沙特了，沙特自己要么尽快做切割要么等着被美国人溺毙。	FAVOR	美国人要开始折腾沙特了 沙特自己要么尽快做切割要么等着被美国人溺毙 	美国,国人,要,开始,折腾,沙特,了,沙特,自己,要么,尽快,做,切割,要么,等,着,被,美国,国人,溺毙
1427	俄罗斯在叙利亚的反恐行动	支持土耳其打俄毛[嘻嘻]中国可参考土模式，对非法进入南海的，警告10次，打	AGAINST	支持土耳其打俄毛 嘻嘻 中国可参考土模式 对非法进入南海的 警告 次 打	支持,土耳其,打,俄,毛,嘻嘻,中国,可,参考,土模,模式,对,非法,进入,南海,的,警告,次,打
1428	俄罗斯在叙利亚的反恐行动	巴沙尔请来了毛子，毛子不但杀叙利亚老百姓还要肢解叙利亚，巴沙尔以前是暴君现在是卖国贼，五毛还敢说党的利益对等于国家利益吗？	AGAINST	巴沙尔请来了毛子 毛子不但杀叙利亚老百姓还要肢解叙利亚 巴沙尔以前是暴君现在是卖国贼 五毛还敢说党的利益对等于国家利益吗 	巴沙,巴沙尔,请来,了,毛子,毛子,不但,杀,叙利亚,利亚,老百姓,百姓,还要,肢解,叙利亚,利亚,巴沙,巴沙尔,以前,是,暴君,现在,是,卖国,卖国贼,国贼,五毛,还,敢,说,党,的,利益,对,等于,国家,利益,吗
1429	俄罗斯在叙利亚的反恐行动	【观察 普京下令俄军15日起撤离叙利亚】俄罗斯总统普京14日颁布总统令，从莫斯科时间15日起，俄罗斯军队从叙利亚撤出。普京强调，因为指定打击恐怖组织任务已完成。叙利亚总统巴沙尔，向俄方协助反恐表示感谢。叙利亚反对派对撤军表示欢迎，认为对和谈有一定的推动力。	FAVOR	 观察 普京下令俄军 日起撤离叙利亚 俄罗斯总统普京 日颁布总统令 从莫斯科时间 日起 俄罗斯军队从叙利亚撤出 普京强调 因为指定打击恐怖组织任务已完成 叙利亚总统巴沙尔 向俄方协助反恐表示感谢 叙利亚反对派对撤军表示欢迎 认为对和谈有一定的推动力 	观察,普京,下令,俄军,日,起,撤离,叙利亚,利亚,俄罗斯,罗斯,总统,普京,日,颁布,总统,总统令,从,莫斯科,时间,日,起,俄罗斯,罗斯,军队,从,叙利亚,利亚,撤出,普京,强调,因为,指定,打击,恐怖,恐怖组织,组织,任务,已,完成,叙利亚,利亚,总统,巴沙,巴沙尔,向,俄方,协助,反恐,表示,表示感谢,感谢,叙利亚,利亚,反对,反对派,派对,撤军,表示,欢迎,认为,对,和谈,有,一定,的,推动,推动力,动力
1430	俄罗斯在叙利亚的反恐行动	因为恐怖美国和邪恶北约的纵容，土狗才敢明目张胆的视恐怖分子为亲人	FAVOR	因为恐怖美国和邪恶北约的纵容 土狗才敢明目张胆的视恐怖分子为亲人	因为,恐怖,美国,和,邪恶,北约,的,纵容,土狗,才,敢,明目,明目张胆,的,视,恐怖,恐怖分子,分子,为,亲人
1431	俄罗斯在叙利亚的反恐行动	女防长比上一位强硬多了	NONE	女防长比上一位强硬多了	女,防,长,比,上,一位,强硬,多,了
1432	俄罗斯在叙利亚的反恐行动	这个土耳其一沾上他美爹的光就强硬起来了，不想想自己是个啥德行？自不量力！	NONE	这个土耳其一沾上他美爹的光就强硬起来了 不想想自己是个啥德行 自不量力 	这个,土耳其,其一,沾,上,他,美,爹,的,光,就,强硬,起来,了,不想,想想,自己,是,个,啥,德行,自不量力,不量力,量力
1433	俄罗斯在叙利亚的反恐行动	贵重的圣诞礼物[威武][威武][威武][威武][鲜花][鲜花][鲜花][鲜花][good][good][good][good][耶][耶][耶][耶]这是个重大决定, 而且重要在时机. 但不是这个措手不及的含意,.或者乐见这个措手不及的它意. 因为俄罗斯要的就是山姆手上方向盘的抉择. 正是十字路口嘛.	NONE	贵重的圣诞礼物 威武 威武 威武 威武 鲜花 鲜花 鲜花 鲜花 耶 耶 耶 耶 这是个重大决定 而且重要在时机 但不是这个措手不及的含意 或者乐见这个措手不及的它意 因为俄罗斯要的就是山姆手上方向盘的抉择 正是十字路口嘛 	贵重,的,圣诞,圣诞礼物,礼物,威武,威武,威武,威武,鲜花,鲜花,鲜花,鲜花,耶,耶,耶,耶,这,是,个,重大,决定,而且,重要,在,时机,但,不是,这个,措手,措手不及,不及,的,含意,或者,乐见,这个,措手,措手不及,不及,的,它,意,因为,俄罗斯,罗斯,要,的,就是,山姆,手上,上方,方向,方向盘,的,抉择,正是,十字,十字路,十字路口,路口,嘛
1434	俄罗斯在叙利亚的反恐行动	美国军队要么承认自己没有认真打击恐怖主义，要么承认自己无能。	FAVOR	美国军队要么承认自己没有认真打击恐怖主义 要么承认自己无能 	美国,国军,军队,要么,承认,自己,没有,认真,打击,恐怖,恐怖主义,主义,要么,承认,自己,无能
1435	俄罗斯在叙利亚的反恐行动	俄罗斯在叙利亚打击isis只是幌子，实为扶持什叶派的叙利亚现政府。为的是和逊尼派的沙特谈石油减产提价的事。现在看来但普京的算盘打的并不顺利。	AGAINST	俄罗斯在叙利亚打击 只是幌子 实为扶持什叶派的叙利亚现政府 为的是和逊尼派的沙特谈石油减产提价的事 现在看来但普京的算盘打的并不顺利 	俄罗斯,罗斯,在,叙利亚,利亚,打击,只是,幌子,实为,扶持,什叶,什叶派,的,叙利亚,利亚,现政府,政府,为的是,和,逊尼,逊尼派,的,沙特,谈,石油,减产,提价,的,事,现在,看来,但,普京,的,算盘,打,的,并,不顺,顺利
1436	俄罗斯在叙利亚的反恐行动	必须演空城计，躲避一年时间再闯江湖。	NONE	必须演空城计 躲避一年时间再闯江湖 	必须,演,空城,空城计,躲避,一年,年时,时间,再,闯江湖,江湖
1437	俄罗斯在叙利亚的反恐行动	土耳其就是IS的后台，就是恐怖分子的老巢。土空军实力不弱，中国空军Su27编队在2010年9月20日~10月4日的中土联合军演中曾经以0：8败在土耳其空军老旧F4e手下。	FAVOR	土耳其就是 的后台 就是恐怖分子的老巢 土空军实力不弱 中国空军 编队在 年 月 日 月 日的中土联合军演中曾经以 败在土耳其空军老旧 手下 	土耳其,就是,的,后台,就是,恐怖,恐怖分子,分子,的,老巢,土,空军,实力,不弱,中国,中国空军,空军,编队,在,年,月,日,月,日,的,中土,联合,军,演,中曾,曾经,以,败,在,土耳其,空军,老,旧,手下
1438	俄罗斯在叙利亚的反恐行动	普京缓兵之计，慢慢谈，把反对派都炸死了，咱正式开始谈	AGAINST	普京缓兵之计 慢慢谈 把反对派都炸死了 咱正式开始谈	普京,缓兵,缓兵之计,慢慢,谈,把,反对,反对派,都,炸死,了,咱,正式,开始,谈
1439	俄罗斯在叙利亚的反恐行动	太平天国真的假的吧好歹还是拜耶稣的，其实ISIS更像是义和团，沾洋即杀，用盒洋火也不行。	NONE	太平天国真的假的吧好歹还是拜耶稣的 其实 更像是义和团 沾洋即杀 用盒洋火也不行 	太平,太平天国,天国,真的,真的假,的,吧,好歹,还是,拜,耶稣,的,其实,更,像是,义和团,沾,洋,即,杀,用,盒,洋火,也,不行
1440	俄罗斯在叙利亚的反恐行动	"普京宣布撤军，世界有些意外。说好的反恐，""恐""还在，咋就不反了？估计美国人就是这样想的。听闻普京宣布撤军消息，白宫发言人欧内斯特的态度是“回避”，"	AGAINST	普京宣布撤军 世界有些意外 说好的反恐 恐 还在 咋就不反了 估计美国人就是这样想的 听闻普京宣布撤军消息 白宫发言人欧内斯特的态度是 回避 	普京,宣布,撤军,世界,有些,意外,说好,的,反恐,恐,还,在,咋,就,不,反,了,估计,美国,国人,就是,这样,想,的,听闻,普京,宣布,撤军,消息,白宫,发言,发言人,欧内斯特,内斯,内斯特,斯特,的,态度,是,回避
1441	俄罗斯在叙利亚的反恐行动	美俄欧大国喊着消灭ISIS的口号为各自利益在一个地缘十分复杂危险的地方折腾，伊土叙等当事国因为宗教政治经济原因与ISIS有着扯不清的关系，各种利益主体缺乏也很难有有效的协调机制，擦枪走火难免。ISIS在夹缝中不断壮大，威胁影响日增，加上世界经济下行，产油国收入剧降，民生窘困，火药桶继续发酵。	AGAINST	美俄欧大国喊着消灭 的口号为各自利益在一个地缘十分复杂危险的地方折腾 伊土叙等当事国因为宗教政治经济原因与 有着扯不清的关系 各种利益主体缺乏也很难有有效的协调机制 擦枪走火难免 在夹缝中不断壮大 威胁影响日增 加上世界经济下行 产油国收入剧降 民生窘困 火药桶继续发酵 	美,俄,欧,大国,喊,着,消灭,的,口号,为,各自,自利,利益,在,一个,地缘,十分,十分复杂,复杂,危险,的,地方,折腾,伊,土,叙,等,当事,当事国,因为,宗教,政治,政治经济,经济,原因,与,有着,扯,不,清,的,关系,各种,利益,主体,缺乏,也,很,难,有,有效,的,协调,机制,擦枪,走火,难免,在,夹缝,中,不断,壮大,威胁,影响,日增,加上,上世,世界,经济,下行,产油,产油国,收入,剧,降,民生,窘困,火药,火药桶,继续,发酵
1442	俄罗斯在叙利亚的反恐行动	好，应该把他们大使馆给炸了 操	FAVOR	好 应该把他们大使馆给炸了 操	好,应该,把,他们,大使,大使馆,使馆,给,炸,了,操
1443	俄罗斯在叙利亚的反恐行动	炸的是土库曼人，所以你就炸俄罗斯战机？终于承认了吧：土耳其炸毁俄罗斯战机的最根本原因不是什么侵犯领空，而是俄罗斯在叙利亚的立场损害了土耳其的利益！土耳其也够牛的啊，为了给土库曼人撑腰，敢动俄罗斯！有他哭的时候！	FAVOR	炸的是土库曼人 所以你就炸俄罗斯战机 终于承认了吧 土耳其炸毁俄罗斯战机的最根本原因不是什么侵犯领空 而是俄罗斯在叙利亚的立场损害了土耳其的利益 土耳其也够牛的啊 为了给土库曼人撑腰 敢动俄罗斯 有他哭的时候 	炸,的,是,土库,土库曼,库曼,人,所以,你,就,炸,俄罗斯,罗斯,战机,终于,承认,了,吧,土耳其,炸毁,俄罗斯,罗斯,战机,的,最,根本,根本原因,本原,原因,不是,什么,侵犯,领空,而是,俄罗斯,罗斯,在,叙利亚,利亚,的,立场,损害,了,土耳其,的,利益,土耳其,也,够,牛,的,啊,为了,给,土库,土库曼,库曼,人,撑腰,敢动,俄罗斯,罗斯,有,他,哭,的,时候
1444	俄罗斯在叙利亚的反恐行动	我很赞成普京，在叙利亚中做法，应该堵住美国扩大，想起了，伊拉克，利比亚，美国真是坏到了头顶。美国才是灭绝人类的罪恶劣。	FAVOR	我很赞成普京 在叙利亚中做法 应该堵住美国扩大 想起了 伊拉克 利比亚 美国真是坏到了头顶 美国才是灭绝人类的罪恶劣 	我,很,赞成,普京,在,叙利亚,利亚,中,做法,应该,堵住,美国,扩大,想起,了,伊拉,伊拉克,拉克,利比,利比亚,比亚,美国,真是,坏,到,了,头顶,美国,才,是,灭绝,绝人,人类,的,罪恶,恶劣
1445	俄罗斯在叙利亚的反恐行动	如果实属，ISIS确实救巴沙尔	AGAINST	如果实属 确实救巴沙尔	如果,果实,实属,确实,救,巴沙,巴沙尔
1446	俄罗斯在叙利亚的反恐行动	俄罗斯会用贫铀弹速战速决消灭敌人。	AGAINST	俄罗斯会用贫铀弹速战速决消灭敌人 	俄罗斯,罗斯,会用,贫铀,贫铀弹,速战,速战速决,速决,消灭,敌人
1447	俄罗斯在叙利亚的反恐行动	在哪被击落看不到啊？ 那个地方地面要是有ISIS，两个飞行员不都死啦？自己动动脑袋。再说，俄罗斯又不是第一次越界，你侵入俄国领空一秒看看俄的反应，80年代的大韩航空客机怎么被击落的？	FAVOR	在哪被击落看不到啊 那个地方地面要是有 两个飞行员不都死啦 自己动动脑袋 再说 俄罗斯又不是第一次越界 你侵入俄国领空一秒看看俄的反应 年代的大韩航空客机怎么被击落的 	在,哪,被,击落,看不到,不到,啊,那个,地方,地面,要是,有,两个,飞行,飞行员,行员,不,都,死,啦,自己,动动,动动脑,动脑,脑袋,再说,俄罗斯,罗斯,又,不是,第一,第一次,一次,越界,你,侵入,俄国,领空,一秒,看看,俄,的,反应,年代,的,大,韩,航空,空客,客机,怎么,被,击落,的
1448	俄罗斯在叙利亚的反恐行动	中国怎么可能去淌那浑水，反正俄罗斯在那的利益不比我们少，自有俄罗斯顶着。最好是中东把美国注意力牵制住啦，否则美国腾出手来搞亚洲，那不是麻烦更大了。	FAVOR	中国怎么可能去淌那浑水 反正俄罗斯在那的利益不比我们少 自有俄罗斯顶着 最好是中东把美国注意力牵制住啦 否则美国腾出手来搞亚洲 那不是麻烦更大了 	中国,怎么,可能,去,淌,那,浑水,反正,俄罗斯,罗斯,在,那,的,利益,不,比,我们,少,自有,俄罗斯,罗斯,顶,着,最好,是,中东,把,美国,注意,注意力,牵制,制住,啦,否则,美国,腾出,出手,来,搞,亚洲,那,不是,麻烦,更,大,了
1449	俄罗斯在叙利亚的反恐行动	俄罗斯国防部发言人伊戈尔·科纳申科夫少将表示，恐怖分子企图逃往，在叙利亚阿勒颇省把平民赶往叙土边境，而西方电视台却报道称这是因为俄军轰炸机的“野蛮行为”。	FAVOR	俄罗斯国防部发言人伊戈尔 科纳申科夫少将表示 恐怖分子企图逃往 在叙利亚阿勒颇省把平民赶往叙土边境 而西方电视台却报道称这是因为俄军轰炸机的 野蛮行为 	俄罗斯,俄罗斯国防部,罗斯,罗斯国,国防,国防部,防部,部发,发言,发言人,伊戈尔,戈尔,科,纳,申,科夫,少将,表示,恐怖,恐怖分子,分子,企图,逃往,在,叙利亚,利亚,阿勒,阿勒颇,省,把,平民,赶往,叙,土,边境,而,西方,电视,电视台,却,报道,称,这,是因为,因为,俄军,轰炸,轰炸机,的,野蛮,蛮行,行为
1450	俄罗斯在叙利亚的反恐行动	美国侵略伊拉克的借口是伊拉克有大规模杀伤性武器，已经过去十几年啦，美国在伊拉克找到了大规模杀伤性武器了吗？？？	AGAINST	美国侵略伊拉克的借口是伊拉克有大规模杀伤性武器 已经过去十几年啦 美国在伊拉克找到了大规模杀伤性武器了吗 	美国,侵略,伊拉,伊拉克,拉克,的,借口,是,伊拉,伊拉克,拉克,有,大规,大规模,规模,杀伤,杀伤性,武器,已经,经过,过去,十几,十几年,几年,啦,美国,在,伊拉,伊拉克,拉克,找到,了,大规,大规模,规模,杀伤,杀伤性,武器,了,吗
1451	俄罗斯在叙利亚的反恐行动	土耳其却在仅10天后的今天悍然对IS进行包庇，击落正在执行打击lS恐怖分子的俄罗斯苏24飞机，阻碍俄对其进行军事打击，就算俄罗斯的初衷与最终目的不被所有人认可，但土耳其的这种行动仍是对整个人类文明的羞辱亵渎与严重犯罪，无疑是恐怖分子的共犯！lSlS就是在土耳其这条疯狂狗的大力支持帮助下存在！	FAVOR	土耳其却在仅 天后的今天悍然对 进行包庇 击落正在执行打击 恐怖分子的俄罗斯苏 飞机 阻碍俄对其进行军事打击 就算俄罗斯的初衷与最终目的不被所有人认可 但土耳其的这种行动仍是对整个人类文明的羞辱亵渎与严重犯罪 无疑是恐怖分子的共犯 就是在土耳其这条疯狂狗的大力支持帮助下存在 	土耳其,却,在,仅,天,后,的,今天,悍然,对,进行,行包,包庇,击落,正在,执行,打击,恐怖,恐怖分子,分子,的,俄罗斯,罗斯,苏,飞机,阻碍,俄,对,其,进行,行军,军事,打击,就算,俄罗斯,罗斯,的,初衷,与,最终,目的,不,被,所有,所有人,有人,认可,但,土耳其,的,这种,行动,仍,是,对,整个,个人,人类,人类文明,文明,的,羞辱,亵渎,与,严重,重犯,犯罪,无疑,是,恐怖,恐怖分子,分子,的,共犯,就是,在,土耳其,这条,疯狂,狗,的,大力,大力支持,支持,帮助,下存,存在
1452	俄罗斯在叙利亚的反恐行动	我就说了埃尔多安这个突厥狗贼不是什么好东西，普京再坏，炸突厥-撒拉逊教匪都是对的，埃尔多安这个穿西装的伊玛目，应该被凯末尔时代的政教分离制度绞死！沙特阿拉伯和土耳其才是中东最大的恐怖主义污垢生产线！！	FAVOR	我就说了埃尔多安这个突厥狗贼不是什么好东西 普京再坏 炸突厥 撒拉逊教匪都是对的 埃尔多安这个穿西装的伊玛目 应该被凯末尔时代的政教分离制度绞死 沙特阿拉伯和土耳其才是中东最大的恐怖主义污垢生产线 	我,就,说,了,埃,尔多,安,这个,突厥,狗贼,不是,什么,好,东西,普京,再,坏,炸,突厥,撒拉,逊,教,匪,都,是,对,的,埃,尔多,安,这个,穿,西装,的,伊玛,伊玛目,应该,被,凯末尔,时代,的,政教,分离,制度,绞死,沙特,沙特阿拉伯,阿拉,阿拉伯,拉伯,和,土耳其,才,是,中东,最大,的,恐怖,恐怖主义,主义,污垢,生产,生产线
1453	俄罗斯在叙利亚的反恐行动	土耳其终于说出真实想法，印证了俄罗斯的指责和全世界的猜测，土耳其就是IS最重要的金主和支持者。	FAVOR	土耳其终于说出真实想法 印证了俄罗斯的指责和全世界的猜测 土耳其就是 最重要的金主和支持者 	土耳其,终于,说出,真实,想法,印证,了,俄罗斯,罗斯,的,指责,和,全世界,世界,的,猜测,土耳其,就是,最重,重要,的,金主,和,支持,支持者
1454	俄罗斯在叙利亚的反恐行动	土耳其这是入伙了？？？	NONE	土耳其这是入伙了 	土耳其,这,是,入伙,了
1455	俄罗斯在叙利亚的反恐行动	土耳其的亲人就是恐怖分子，在新疆搞事的那伙子人里面就有土耳其赞助的，IS手里的石油是怎样流入市场的，土耳其能解释下吗	FAVOR	土耳其的亲人就是恐怖分子 在新疆搞事的那伙子人里面就有土耳其赞助的 手里的石油是怎样流入市场的 土耳其能解释下吗	土耳其,的,亲人,就是,恐怖,恐怖分子,分子,在,新疆,搞,事,的,那伙,那伙子,伙子,人,里面,就,有,土耳其,赞助,的,手里,的,石油,是,怎样,流入,入市,市场,的,土耳其,能解,解释,下,吗
1456	俄罗斯在叙利亚的反恐行动	既然如此，那俄罗斯就狠揍土的亲人，一直揍到土因为心痛亲人而不再轻举妄动。让土找准自己的位置。俄罗斯一定要专拣土的痛处猛击，才能使其明白事理。在当今世界上能跟伊斯兰国勾搭就是一个混蛋，土耳其是混蛋，美国也是。	FAVOR	既然如此 那俄罗斯就狠揍土的亲人 一直揍到土因为心痛亲人而不再轻举妄动 让土找准自己的位置 俄罗斯一定要专拣土的痛处猛击 才能使其明白事理 在当今世界上能跟伊斯兰国勾搭就是一个混蛋 土耳其是混蛋 美国也是 	既然,既然如此,如此,那,俄罗斯,罗斯,就,狠揍,土,的,亲人,一直,揍,到,土,因为,心痛,亲人,而,不再,轻举妄动,妄动,让,土,找准,自己,的,位置,俄罗斯,罗斯,一定,定要,专拣,土,的,痛处,猛击,才能,使,其,明白,明白事理,白事,事理,在,当今,当今世界,今世,世界,上,能,跟,伊斯,伊斯兰,国,勾搭,就是,一个,混蛋,土耳其,是,混蛋,美国,也,是
1457	俄罗斯在叙利亚的反恐行动	各位都冷静一下吧，由于缺乏太多细节，现在到底怎么个情况还很难说。我只提出一个疑点：土耳其是伊斯兰世界中世俗化最坚定的国家，土耳其军方承继了凯末尔的精神也一直是世俗政权的保卫者，所以，土耳其应该不会无端击落俄军战机，更不可能是“恐怖分子的同谋”。	AGAINST	各位都冷静一下吧 由于缺乏太多细节 现在到底怎么个情况还很难说 我只提出一个疑点 土耳其是伊斯兰世界中世俗化最坚定的国家 土耳其军方承继了凯末尔的精神也一直是世俗政权的保卫者 所以 土耳其应该不会无端击落俄军战机 更不可能是 恐怖分子的同谋 	各位,都,冷静,一下,吧,由于,缺乏,太多,细节,现在,到底,怎么,个,情况,还,很难说,难说,我,只,提出,一个,疑点,土耳其,是,伊斯,伊斯兰,世界,中世,世俗,世俗化,俗化,最,坚定,的,国家,土耳其,军方,承继,了,凯末尔,的,精神,也,一直,是,世俗,政权,的,保卫,保卫者,所以,土耳其,应该,不会,无端,击落,俄军,军战,战机,更,不可,可能,是,恐怖,恐怖分子,分子,的,同谋
1458	俄罗斯在叙利亚的反恐行动	这么多威胁，按住了这头，那头又起来了，按住了俄罗斯，中国又跳起来了，美国如果累瘫了，这五个威胁能把美国撕了	NONE	这么多威胁 按住了这头 那头又起来了 按住了俄罗斯 中国又跳起来了 美国如果累瘫了 这五个威胁能把美国撕了	这么,多,威胁,按住,了,这,头,那,头,又,起来,了,按住,了,俄罗斯,罗斯,中国,又,跳起,起来,了,美国,如果,累,瘫,了,这,五个,威胁,能,把,美国,撕,了
1459	俄罗斯在叙利亚的反恐行动	说捍卫领土也没用，按照传统边界，毛子飞机一直在叙利亚领空内，按照土耳其前年单方面宣布的领空，毛子也只是越界几秒钟[笑cry][笑cry][笑cry]所以老美国防部都赶紧第一时间出来说与自己无关！	NONE	说捍卫领土也没用 按照传统边界 毛子飞机一直在叙利亚领空内 按照土耳其前年单方面宣布的领空 毛子也只是越界几秒钟 笑 笑 笑 所以老美国防部都赶紧第一时间出来说与自己无关 	说,捍卫,领土,也,没用,按照,传统,边界,毛子,飞机,一直,在,叙利亚,利亚,领空,内,按照,土耳其,前年,单方,单方面,方面,宣布,的,领空,毛子,也,只是,越界,几秒,几秒钟,秒钟,笑,笑,笑,所以,老美,美国,美国防,美国防部,国防,国防部,防部,都,赶紧,第一,一时,一时间,时间,出来,来说,与,自己,无关
1460	俄罗斯在叙利亚的反恐行动	凡是支持ISIS的，都是邪教。。。	FAVOR	凡是支持 的 都是邪教 	凡是,支持,的,都,是,邪教
1461	俄罗斯在叙利亚的反恐行动	突然发现这世界: 世人认为邪恶的国家在对抗真正的邪恶，而代表自由民主正义的国家却培养了一批又一批真正邪恶的组织，给一个又一个国家带去灾难与战火，而这个在代表正义的组织成员竟然帮邪恶组织卖油还亲口承认邪恶组织是亲人，这世界是逆世界吗?	FAVOR	突然发现这世界 世人认为邪恶的国家在对抗真正的邪恶 而代表自由民主正义的国家却培养了一批又一批真正邪恶的组织 给一个又一个国家带去灾难与战火 而这个在代表正义的组织成员竟然帮邪恶组织卖油还亲口承认邪恶组织是亲人 这世界是逆世界吗 	突然,发现,这,世界,世人,认为,邪恶,的,国家,在,对抗,真正,的,邪恶,而,代表,自由,自由民,自由民主,民主,正义,的,国家,却,培养,了,一批,又,一批,真正,正邪,邪恶,的,组织,给,一个,又,一个,国家,带去,灾难,与,战火,而,这个,在,代表,正义,的,组织,织成,成员,竟然,帮,邪恶,组织,卖,油,还,亲口,承认,邪恶,组织,是,亲人,这,世界,是,逆,世界,吗
1462	俄罗斯在叙利亚的反恐行动	美国拜登支持俄罗斯以军事行动解决叙利亚问题！俄罗斯加油！！[飞机]	FAVOR	美国拜登支持俄罗斯以军事行动解决叙利亚问题 俄罗斯加油 飞机 	美国,拜登,支持,俄罗斯,罗斯,以军,军事,军事行动,行动,解决,叙利亚,利亚,问题,俄罗斯,罗斯,加油,飞机
1463	俄罗斯在叙利亚的反恐行动	中国也应派兵，实战比演戏重要。	FAVOR	中国也应派兵 实战比演戏重要 	中国,也,应,派兵,实战,比,演戏,重要
1464	俄罗斯在叙利亚的反恐行动	下面叫普京下台的你管太多了吧 国内的都没发言权还管人家国外的	NONE	下面叫普京下台的你管太多了吧 国内的都没发言权还管人家国外的	下面,叫,普京,下台,的,你,管,太多,了,吧,国内,的,都,没,发言,发言权,还,管人,人家,国外,的
1465	俄罗斯在叙利亚的反恐行动	IS的后台老板坐不住了，派两条小狗(沙特，土耳其)去增援了！叙利亚人民要陷入利比亚式的生活了！	FAVOR	 的后台老板坐不住了 派两条小狗 沙特 土耳其 去增援了 叙利亚人民要陷入利比亚式的生活了 	的,后台,后台老板,老板,坐不住,不住,了,派,两条,小狗,沙特,土耳其,去,增援,了,叙利亚,叙利亚人,利亚,利亚人,人民,要,陷入,利比,利比亚,比亚,式,的,生活,了
1466	俄罗斯在叙利亚的反恐行动	真心不远土那发生战争，离中国太近了难民潮会导致新疆地区更加乱，牵动中国的利益太多了	AGAINST	真心不远土那发生战争 离中国太近了难民潮会导致新疆地区更加乱 牵动中国的利益太多了	真心,不远,土,那,发生,战争,离,中国,太,近,了,难民,难民潮,会,导致,新疆,新疆地区,地区,更加,乱,牵动,中国,的,利益,太多,了
1467	俄罗斯在叙利亚的反恐行动	土鸡国落入俄罗斯的魔掌，随时会受到强力反击。	AGAINST	土鸡国落入俄罗斯的魔掌 随时会受到强力反击 	土鸡,国,落入,俄罗斯,罗斯,的,魔掌,随时,时会,受到,强力,反击
