WORD	FAVOR	AGAINST	NONE	FREQ	SUPPORT
禁,出现	0	6	2	8	0.75
社会,政府	1	6	1	8	0.75
百姓,汽车	1	6	1	8	0.75
汽车,百姓	1	6	1	8	0.75
民族,传统节日	6	0	2	8	0.75
政府,社会	1	6	1	8	0.75
对联,贴	6	1	1	8	0.75
出现,禁	0	6	2	8	0.75
传统节日,民族	6	0	2	8	0.75
今年,绿色	0	6	2	8	0.75
环保,爆竹	1	20	6	27	0.740741
爆竹,环保	1	20	6	27	0.740741
节日,传统节日	22	3	5	30	0.733333
传统节日,节日	22	3	5	30	0.733333
传统节日,传统	22	3	5	30	0.733333
传统,传统节日	22	3	5	30	0.733333
骑,禁	5	16	1	22	0.727273
空气,环保	1	16	5	22	0.727273
空气,今年	1	16	5	22	0.727273
禁,骑	5	16	1	22	0.727273
环保,空气	1	16	5	22	0.727273
今年,空气	1	16	5	22	0.727273
非法,交警	8	0	3	11	0.727273
贴,节日	8	0	3	11	0.727273
节日,贴	8	0	3	11	0.727273
管理,政府	2	8	1	11	0.727273
空气,减少	3	8	0	11	0.727273
政府,管理	2	8	1	11	0.727273
年夜,传统	8	1	2	11	0.727273
少,减少	3	8	0	11	0.727273
减少,空气	3	8	0	11	0.727273
减少,少	3	8	0	11	0.727273
传统,年夜	8	1	2	11	0.727273
交警,非法	8	0	3	11	0.727273
老百姓,百姓	9	26	1	36	0.722222
禁,政府	4	26	6	36	0.722222
百姓,老百姓	9	26	1	36	0.722222
政府,禁	4	26	6	36	0.722222
爆竹,少	5	18	2	25	0.72
少,爆竹	5	18	2	25	0.72
管理,禁	9	23	0	32	0.71875
禁,管理	9	23	0	32	0.71875
环保,少	3	20	5	28	0.714286
少,环保	3	20	5	28	0.714286
禁,上路	3	10	1	14	0.714286
上路,禁	3	10	1	14	0.714286
环境,少	4	17	3	24	0.708333
少,环境	4	17	3	24	0.708333
霾,今年春节	1	7	2	10	0.7
节日,热闹	7	2	1	10	0.7
穿,传统	7	1	2	10	0.7
禁,发展	2	7	1	10	0.7
禁,刀切	2	7	1	10	0.7
禁,一刀切	2	7	1	10	0.7
禁,一刀	2	7	1	10	0.7
电单车,单车	7	2	1	10	0.7
热闹,节日	7	2	1	10	0.7
每年,传统	7	2	1	10	0.7
梦想,合伙人	7	0	3	10	0.7
梦想,合伙	7	0	3	10	0.7
很,希望	7	1	2	10	0.7
希望,很	7	1	2	10	0.7
合伙人,梦想	7	0	3	10	0.7
合伙人,合伙	7	0	3	10	0.7
合伙,梦想	7	0	3	10	0.7
合伙,合伙人	7	0	3	10	0.7
发展,禁	2	7	1	10	0.7
单车,电单车	7	2	1	10	0.7
刀切,禁	2	7	1	10	0.7
元宵,传统	7	1	2	10	0.7
传统,穿	7	1	2	10	0.7
传统,每年	7	2	1	10	0.7
传统,元宵	7	1	2	10	0.7
今年春节,霾	1	7	2	10	0.7
一刀切,禁	2	7	1	10	0.7
一刀,禁	2	7	1	10	0.7
